Player,season,Pos,GP,FOW,FOL,FaceoffRating
Cole Smith,20-21,F,1,0.0,0.0,0
Craig Smith,20-21,C,54,10.0,13.0,0
Gemel Smith,20-21,C,5,17.0,23.0,3
Givani Smith,20-21,RW,16,0.0,0.0,0
Reilly Smith,20-21,RW,53,0.0,4.0,0
Ty Smith,20-21,D,48,0.0,0.0,0
Carl Söderberg,20-21,C,45,201.0,190.0,15
Victor Söderström,20-21,D,4,0.0,0.0,0
Marcus Sorensen,20-21,RW,29,3.0,4.0,0
Carson Soucy,20-21,D,50,0.0,0.0,0
Jason Spezza,20-21,C,54,275.0,208.0,22
Daniel Sprong,20-21,RW,42,4.0,4.0,0
Jared Spurgeon,20-21,D,54,0.0,0.0,0
Eric Staal,20-21,C,53,268.0,279.0,12
Jordan Staal,20-21,C,53,628.0,455.0,26
Marc Staal,20-21,D,56,0.0,0.0,0
Steven Stamkos,20-21,C,38,238.0,178.0,24
Logan Stanley,20-21,D,37,0.0,0.0,0
Paul Stastny,20-21,C,56,324.0,268.0,21
Troy Stecher,20-21,D,44,0.0,0.0,0
Sam Steel,20-21,C,42,237.0,212.0,18
Oskar Steen,20-21,C,3,0.0,0.0,0
Kevin Stenlund,20-21,C,32,103.0,115.0,7
Derek Stepan,20-21,C,20,130.0,130.0,14
Mitchell Stephens,20-21,C,7,30.0,20.0,21
Chandler Stephenson,20-21,C,51,375.0,369.0,15
Riley Stillman,20-21,D,21,0.0,0.0,0
Mark Stone,20-21,RW,55,12.0,18.0,0
Michael Stone,20-21,D,21,0.0,0.0,0
Anton Strålman,20-21,D,38,0.0,0.0,0
Austin Strand,20-21,D,13,0.0,0.0,0
Dylan Strome,20-21,C,40,198.0,223.0,9
Ryan Strome,20-21,C,56,321.0,422.0,5
Marián Studenič,20-21,RW,8,0.0,0.0,0
Jack Studnicka,20-21,C,20,46.0,55.0,5
Nico Sturm,20-21,C,50,69.0,65.0,5
Tim Stützle,20-21,LW,53,8.0,19.0,0
P.K. Subban,20-21,D,44,0.0,0.0,0
Oskar Sundqvist,20-21,C,28,115.0,124.0,10
Antti Suomela,20-21,C,4,14.0,11.0,17
Maksim Sushko,20-21,RW,2,0.0,0.0,0
Pius Suter,20-21,F,55,266.0,359.0,5
Ryan Suter,20-21,D,56,0.0,0.0,0
Brandon Sutter,20-21,C,43,276.0,221.0,23
Nick Suzuki,20-21,C,56,350.0,446.0,5
Andrei Svechnikov,20-21,RW,55,2.0,4.0,0
Evgeny Svechnikov,20-21,LW,21,1.0,2.0,0
Brandon Tanev,20-21,LW,32,3.0,8.0,0
Chris Tanev,20-21,D,56,0.0,0.0,0
Vladimir Tarasenko,20-21,RW,24,0.0,0.0,0
Tomáš Tatar,20-21,LW,50,12.0,15.0,0
John Tavares,20-21,C,56,471.0,381.0,23
Matt Tennyson,20-21,D,21,0.0,0.0,0
Teuvo Teräväinen,20-21,F,21,13.0,7.0,1
Troy Terry,20-21,C,48,2.0,2.0,0
Alexandre Texier,20-21,C,49,128.0,228.0,5
Shea Theodore,20-21,D,53,0.0,0.0,0
Ben Thomas,20-21,D,5,0.0,0.0,0
Robert Thomas,20-21,C,33,112.0,151.0,5
Nate Thompson,20-21,C,44,143.0,141.0,11
Tage Thompson,20-21,C,38,2.0,6.0,0
Tyce Thompson,20-21,RW,7,0.0,9.0,0
Joe Thornton,20-21,C,44,39.0,29.0,5
Chris Tierney,20-21,C,55,269.0,321.0,7
Dmytro Timashov,20-21,LW,1,0.0,0.0,0
Conor Timmins,20-21,D,31,0.0,0.0,0
Jarred Tinordi,20-21,D,21,0.0,0.0,0
Owen Tippett,20-21,RW,45,2.0,1.0,0
Brady Tkachuk,20-21,LW,56,118.0,131.0,5
Matthew Tkachuk,20-21,LW,56,3.0,4.0,0
Devon Toews,20-21,D,53,0.0,0.0,0
Tyler Toffoli,20-21,C,52,21.0,33.0,5
Eeli Tolvanen,20-21,RW,40,1.0,5.0,0
Dominic Toninato,20-21,C,2,0.0,1.0,0
Yakov Trenin,20-21,C,45,4.0,8.0,0
Vincent Trocheck,20-21,C,47,431.0,338.0,24
Jacob Trouba,20-21,D,38,0.0,0.0,0
Alexander True,20-21,F,7,18.0,30.0,0
Alex Tuch,20-21,RW,55,12.0,20.0,0
Kyle Turris,20-21,C,27,97.0,107.0,8
Carsen Twarynski,20-21,F,7,1.0,2.0,0
Urho Vaakanainen,20-21,D,9,0.0,0.0,0
Juuso Välimäki,20-21,D,49,0.0,0.0,0
James van Riemsdyk,20-21,LW,56,9.0,9.0,0
Trevor van Riemsdyk,20-21,D,20,0.0,0.0,0
Sami Vatanen,20-21,D,39,0.0,0.0,0
Frank Vatrano,20-21,LW,56,4.0,16.0,0
Joe Veleno,20-21,C,5,17.0,17.0,11
Carter Verhaeghe,20-21,C,43,23.0,26.0,0
Kristian Vesalainen,20-21,W,12,0.0,0.0,0
Jimmy Vesey,20-21,LW,50,3.0,9.0,0
Jeffrey Viel,20-21,F,11,0.0,0.0,0
Gabriel Vilardi,20-21,C,54,291.0,343.0,7
Jake Virtanen,20-21,RW,38,9.0,4.0,0
Marc-Édouard Vlasic,20-21,D,51,0.0,0.0,0
Alexander Volkov,20-21,RW,37,2.0,3.0,0
Jakub Voráček,20-21,RW,53,7.0,10.0,0
Jakub Vrána,20-21,LW,50,4.0,5.0,0
Austin Wagner,20-21,LW,44,0.0,2.0,0
Chris Wagner,20-21,C,41,41.0,38.0,5
Oliver Wahlstrom,20-21,RW,44,5.0,7.0,0
Daniel Walcott,20-21,D,1,0.0,1.0,0
Nathan Walker,20-21,C,8,2.0,3.0,0
Sean Walker,20-21,D,47,0.0,0.0,0
Lucas Wallmark,20-21,C,20,67.0,95.0,5
Jake Walman,20-21,D,24,0.0,0.0,0
Austin Watson,20-21,LW,34,6.0,17.0,0
Shea Weber,20-21,D,48,0.0,0.0,0
Yannick Weber,20-21,D,2,0.0,0.0,0
MacKenzie Weegar,20-21,D,54,0.0,0.0,0
Andy Welinski,20-21,D,13,0.0,0.0,0
Alexander Wennberg,20-21,C,56,388.0,400.0,13
Zach Werenski,20-21,D,35,0.0,0.0,0
Blake Wheeler,20-21,RW,50,3.0,5.0,0
Colin White,20-21,C,45,170.0,232.0,5
Colton White,20-21,D,2,0.0,0.0,0
Zach Whitecloud,20-21,D,51,0.0,0.0,0
Tom Wilson,20-21,RW,47,11.0,15.0,0
Christian Wolanin,20-21,D,18,0.0,0.0,0
Miles Wood,20-21,LW,55,7.0,13.0,0
Kailer Yamamoto,20-21,RW,52,0.0,1.0,0
Keith Yandle,20-21,D,56,0.0,0.0,0
Jesse Ylönen,20-21,RW,1,0.0,0.0,0
Cameron York,20-21,D,3,0.0,0.0,0
Pavel Zacha,20-21,C,50,312.0,294.0,17
Filip Zadina,20-21,RW,49,5.0,10.0,0
Nikita Zadorov,20-21,D,55,0.0,0.0,0
Nikita Zaitsev,20-21,D,55,0.0,0.0,0
Travis Zajac,20-21,C,46,310.0,293.0,17
Yegor Zamula,20-21,D,2,0.0,0.0,0
Jakub Zbořil,20-21,D,42,0.0,0.0,0
Trevor Zegras,20-21,C,24,42.0,54.0,5
Mika Zibanejad,20-21,C,56,479.0,555.0,8
Radim Zohorna,20-21,F,8,5.0,3.0,1
Artem Zub,20-21,D,47,0.0,0.0,0
Mats Zuccarello,20-21,LW,42,11.0,21.0,0
Jason Zucker,20-21,LW,38,3.0,7.0,0
Nicholas Abruzzese,21-22,C,9,2.0,5.0,0
Noel Acciari,21-22,C,20,84.0,82.0,13
Calen Addison,21-22,D,15,0.0,0.0,0
Andrew Agozzino,21-22,LW,1,1.0,2.0,0
Jack Ahcan,21-22,D,6,0.0,0.0,0
Sebastian Aho,21-22,F,79,555.0,504.0,19
Sebastian Aho,21-22,D,36,0.0,0.0,0
Alexander Alexeyev,21-22,D,1,0.0,0.0,0
Wade Allison,21-22,RW,1,0.0,0.0,0
Michael Amadio,21-22,C,56,30.0,42.0,5
Joey Anderson,21-22,RW,5,0.0,0.0,0
Josh Anderson,21-22,RW,69,20.0,22.0,0
Michael Anderson,21-22,D,57,0.0,0.0,0
Jaret Anderson-Dolan,21-22,C,7,9.0,7.0,5
Lias Andersson,21-22,C,20,21.0,26.0,1
Rasmus Andersson,21-22,D,82,0.0,0.0,0
Andy Andreoff,21-22,LW,6,9.0,8.0,6
Anthony Angello,21-22,C,4,0.0,1.0,0
Mason Appleton,21-22,C,68,7.0,15.0,0
Josh Archibald,21-22,RW,8,2.0,2.0,0
Joel Armia,21-22,RW,60,3.0,14.0,0
Viktor Arvidsson,21-22,LW,66,12.0,21.0,0
Rasmus Asplund,21-22,F,80,26.0,35.0,5
Zach Aston-Reese,21-22,C,69,4.0,4.0,0
Andreas Athanasiou,21-22,C,28,13.0,7.0,1
Cam Atkinson,21-22,RW,73,5.0,12.0,0
Ronald Attard,21-22,D,15,0.0,0.0,0
Nicolas Aubé-Kubel,21-22,RW,74,3.0,9.0,0
Mikael Backlund,21-22,C,82,621.0,608.0,15
Nicklas Bäckström,21-22,C,47,301.0,348.0,8
Brandon Baddock,21-22,LW,1,0.0,0.0,0
Sven Baertschi,21-22,LW,1,0.0,0.0,0
Kevin Bahl,21-22,D,17,0.0,0.0,0
Josh Bailey,21-22,C,74,43.0,67.0,5
Justin Bailey,21-22,RW,14,0.0,1.0,0
Rūdolfs Balcers,21-22,LW,61,8.0,12.0,0
Alexander Barabanov,21-22,F,70,0.0,1.0,0
Ivan Barbashev,21-22,C,81,131.0,197.0,5
Riley Barber,21-22,RW,4,0.0,0.0,0
Aleksander Barkov,21-22,C,67,713.0,539.0,25
Alex Barré-Boulet,21-22,F,16,6.0,9.0,0
Tyson Barrie,21-22,D,73,0.0,0.0,0
Justin Barron,21-22,D,7,0.0,0.0,0
Morgan Barron,21-22,C,27,30.0,24.0,5
Mathew Barzal,21-22,C,73,234.0,271.0,6
Nathan Bastian,21-22,RW,72,23.0,25.0,0
Drake Batherson,21-22,C,46,18.0,25.0,0
Gavin Bayreuther,21-22,D,43,0.0,0.0,0
Jay Beagle,21-22,RW,33,265.0,199.0,25
Jake Bean,21-22,D,67,0.0,0.0,0
Ethan Bear,21-22,D,58,0.0,0.0,0
Nicolas Beaudin,21-22,D,2,0.0,0.0,0
Nathan Beaulieu,21-22,D,24,0.0,0.0,0
Anthony Beauvillier,21-22,LW,75,4.0,6.0,0
Adam Beckman,21-22,LW,3,0.0,0.0,0
Pierre-Édouard Bellemare,21-22,LW,80,483.0,452.0,17
Kieffer Bellows,21-22,LW,45,0.0,1.0,0
Alex Belzile,21-22,F,11,8.0,11.0,0
Emil Bemström,21-22,C,41,2.0,2.0,0
Matthew Beniers,21-22,C,10,39.0,53.0,5
Jamie Benn,21-22,LW,82,492.0,399.0,22
Jordie Benn,21-22,D,39,0.0,0.0,0
Sam Bennett,21-22,C,71,411.0,466.0,9
Matt Benning,21-22,D,65,0.0,0.0,0
Simon Benoit,21-22,D,53,0.0,0.0,0
Tyler Benson,21-22,LW,29,0.0,1.0,0
Patrice Bergeron,21-22,C,73,991.0,609.0,28
Jacob Bernard-Docker,21-22,D,8,0.0,0.0,0
Tyler Bertuzzi,21-22,LW,68,6.0,17.0,0
Alex Biega,21-22,D,2,0.0,0.0,0
Brandon Biro,21-22,F,1,0.0,0.0,0
Clark Bishop,21-22,C,9,3.0,3.0,0
Anders Bjork,21-22,LW,58,1.0,4.0,0
Kasper Björkqvist,21-22,RW,6,0.0,0.0,0
Oliver Bjorkstrand,21-22,RW,80,10.0,13.0,0
Tobias Björnfot,21-22,D,70,0.0,0.0,0
Nick Bjugstad,21-22,C,57,141.0,114.0,12
Colin Blackwell,21-22,C,58,83.0,86.0,5
Sammy Blais,21-22,LW,14,1.0,4.0,0
Nick Blankenburg,21-22,D,7,0.0,0.0,0
Anton Blidh,21-22,LW,32,0.0,3.0,0
Teddy Blueger,21-22,C,65,357.0,315.0,19
Brock Boeser,21-22,RW,71,27.0,26.0,5
Zach Bogosian,21-22,D,48,0.0,0.0,0
Matt Boldy,21-22,LW,47,9.0,15.0,0
Nick Bonino,21-22,C,80,475.0,450.0,16
Adam Boqvist,21-22,D,52,0.0,0.0,0
Jesper Boqvist,21-22,C,56,168.0,282.0,5
Thomas Bordeleau,21-22,C,8,40.0,49.0,6
William Borgen,21-22,D,36,0.0,0.0,0
Henrik Borgström,21-22,C,52,82.0,122.0,5
Mark Borowiecki,21-22,D,57,0.0,0.0,0
Robert Bortuzzo,21-22,D,73,0.0,0.0,0
Evan Bouchard,21-22,D,81,0.0,0.0,0
Madison Bowey,21-22,D,2,0.0,0.0,0
Travis Boyd,21-22,C,74,420.0,507.0,6
Brian Boyle,21-22,C,66,165.0,200.0,5
Tyler Bozak,21-22,C,50,175.0,212.0,5
Erik Brännström,21-22,D,53,0.0,0.0,0
Derick Brassard,21-22,C,46,169.0,161.0,13
Jesper Bratt,21-22,W,76,0.0,3.0,0
Justin Braun,21-22,D,69,0.0,0.0,0
Bobby Brink,21-22,RW,10,3.0,1.0,0
Guillaume Brisebois,21-22,D,1,0.0,0.0,0
Philip Broberg,21-22,D,23,0.0,0.0,0
T.J. Brodie,21-22,D,82,0.0,0.0,0
Jonas Brodin,21-22,D,73,0.0,0.0,0
Jonny Brodzinski,21-22,C,22,49.0,48.0,8
Adam Brooks,21-22,C,25,23.0,34.0,5
Connor Brown,21-22,RW,64,48.0,85.0,5
Dustin Brown,21-22,RW,64,2.0,8.0,0
Josh Brown,21-22,D,52,0.0,0.0,0
Logan Brown,21-22,C,39,66.0,102.0,5
Patrick Brown,21-22,C,44,242.0,172.0,24
Jacob Bryson,21-22,D,73,0.0,0.0,0
Pavel Buchnevich,21-22,LW,73,13.0,26.0,0
Connor Bunnaman,21-22,F,15,57.0,50.0,16
Michael Bunting,21-22,LW,79,8.0,8.0,0
André Burakovsky,21-22,LW,80,8.0,12.0,0
Brent Burns,21-22,D,82,0.0,1.0,0
Kyle Burroughs,21-22,D,42,0.0,0.0,0
Will Butcher,21-22,D,37,0.0,0.0,0
Quinton Byfield,21-22,C,40,124.0,149.0,5
Bowen Byram,21-22,D,30,0.0,0.0,0
Paul Byron,21-22,LW,27,33.0,36.0,5
Drake Caggiula,21-22,LW,18,1.0,3.0,0
Kyle Capobianco,21-22,D,45,0.0,0.0,0
Michael Carcone,21-22,F,21,0.0,7.0,0
Brandon Carlo,21-22,D,79,0.0,0.0,0
John Carlson,21-22,D,78,0.0,0.0,0
Gabriel Carlsson,21-22,D,38,0.0,0.0,0
Lucas Carlsson,21-22,D,40,0.0,0.0,0
Ryan Carpenter,21-22,C,67,200.0,188.0,12
Sam Carrick,21-22,C,64,204.0,209.0,10
Alexandre Carrier,21-22,D,77,0.0,1.0,0
William Carrier,21-22,LW,63,4.0,4.0,0
Jeff Carter,21-22,C,76,648.0,489.0,25
Jackson Cates,21-22,C,11,20.0,13.0,9
Noah Cates,21-22,LW,16,0.0,7.0,0
Cole Caufield,21-22,RW,67,5.0,5.0,0
Cody Ceci,21-22,D,78,0.0,0.0,0
Erik Černák,21-22,D,55,0.0,0.0,0
Thomas Chabot,21-22,D,59,0.0,0.0,0
Mitchell Chaffee,21-22,F,2,0.0,0.0,0
Zdeno Chára,21-22,D,72,0.0,0.0,0
Jalen Chatfield,21-22,D,16,0.0,0.0,0
Ben Chiarot,21-22,D,74,0.0,0.0,0
Alex Chiasson,21-22,RW,67,10.0,13.0,0
Yegor Chinakhov,21-22,RW,62,0.0,6.0,0
Declan Chisholm,21-22,D,2,0.0,0.0,0
Sasha Chmelevski,21-22,C,19,31.0,48.0,5
Dennis Cholowski,21-22,D,11,0.0,0.0,0
Jake Christiansen,21-22,D,8,0.0,0.0,0
Jakob Chychrun,21-22,D,47,0.0,0.0,0
Filip Chytil,21-22,C,67,135.0,176.0,5
Anthony Cirelli,21-22,C,76,441.0,507.0,8
Casey Cizikas,21-22,C,74,534.0,427.0,23
Fredrik Claesson,21-22,D,9,0.0,0.0,0
Kale Clague,21-22,D,36,0.0,0.0,0
Kyle Clifford,21-22,LW,25,3.0,4.0,0
Connor Clifton,21-22,D,60,0.0,0.0,0
Cal Clutterbuck,21-22,RW,59,11.0,4.0,0
Dylan Coghlan,21-22,D,59,0.0,0.0,0
Andrew Cogliano,21-22,LW,74,8.0,13.0,0
Ian Cole,21-22,D,75,0.0,0.0,0
Blake Coleman,21-22,C,81,2.0,17.0,0
Ross Colton,21-22,C,79,303.0,278.0,15
Blake Comeau,21-22,RW,6,1.0,0.0,0
J.T. Compher,21-22,LW,70,338.0,319.0,16
Max Comtois,21-22,LW,52,22.0,24.0,0
Kevin Connauton,21-22,D,39,0.0,0.0,0
Brett Connolly,21-22,RW,9,0.0,0.0,0
Kyle Connor,21-22,LW,79,1.0,6.0,0
Andrew Copp,21-22,C,72,377.0,332.0,19
Paul Cotter,21-22,C,7,0.0,1.0,0
Nick Cousins,21-22,C,68,23.0,26.0,0
Logan Couture,21-22,C,77,621.0,654.0,12
Sean Couturier,21-22,C,29,238.0,190.0,23
Charlie Coyle,21-22,C,82,540.0,560.0,13
Dylan Cozens,21-22,C,79,383.0,457.0,7
Joseph Cramarossa,21-22,C,1,0.0,0.0,0
Kyle Criscuolo,21-22,C,6,4.0,9.0,0
Sidney Crosby,21-22,C,69,760.0,690.0,19
Lawson Crouse,21-22,LW,65,16.0,32.0,0
Austin Czarnik,21-22,C,17,23.0,36.0,5
Kirby Dach,21-22,C,70,179.0,366.0,5
Evgenii Dadonov,21-22,RW,78,1.0,4.0,0
Jonathan Dahlén,21-22,C,61,0.0,1.0,0
Rasmus Dahlin,21-22,D,80,0.0,0.0,0
Carl Dahlström,21-22,D,3,0.0,0.0,0
Michael Dal Colle,21-22,LW,1,0.0,0.0,0
Zac Dalpe,21-22,RW,1,1.0,3.0,0
Riley Damiani,21-22,C,7,7.0,7.0,2
Phillip Danault,21-22,C,79,676.0,586.0,21
Justin Danforth,21-22,RW,45,107.0,92.0,11
Laurent Dauphin,21-22,C,38,104.0,143.0,5
Jeremy Davies,21-22,D,6,0.0,0.0,0
Sean Day,21-22,D,2,0.0,0.0,0
Calvin de Haan,21-22,D,69,0.0,0.0,0
Chase De Leo,21-22,C,2,0.0,2.0,0
Tony DeAngelo,21-22,D,64,0.0,0.0,0
Alex DeBrincat,21-22,RW,82,24.0,40.0,5
Jake DeBrusk,21-22,LW,77,10.0,12.0,0
Danny DeKeyser,21-22,D,59,0.0,0.0,0
Michael Del Zotto,21-22,D,26,0.0,0.0,0
Ty Dellandrea,21-22,C,1,1.0,2.0,0
Dylan DeMelo,21-22,D,76,0.0,0.0,0
Grigori Denisenko,21-22,LW,1,0.0,0.0,0
Travis Dermott,21-22,D,60,0.0,0.0,0
Nicolas Deslauriers,21-22,LW,81,1.0,3.0,0
Connor Dewar,21-22,C,35,62.0,71.0,5
Jason Dickinson,21-22,C,62,123.0,166.0,5
Brenden Dillon,21-22,D,79,0.0,0.0,0
Cam Dineen,21-22,D,34,0.0,0.0,0
Noah Dobson,21-22,D,80,0.0,0.0,0
Max Domi,21-22,LW,72,39.0,47.0,5
Ryan Donato,21-22,C,74,15.0,23.0,0
Joonas Donskoi,21-22,RW,75,5.0,9.0,0
Pavel Dorofeyev,21-22,LW,2,0.0,0.0,0
Drew Doughty,21-22,D,39,0.0,0.0,0
Nic Dowd,21-22,C,64,506.0,437.0,21
Justin Dowling,21-22,C,22,21.0,19.0,3
Leon Draisaitl,21-22,C,80,887.0,774.0,20
Hunter Drew,21-22,D,2,0.0,0.0,0
Sheldon Dries,21-22,C,11,7.0,14.0,0
Jonathan Drouin,21-22,LW,34,31.0,35.0,5
Jack Drury,21-22,C,2,12.0,3.0,24
Jamie Drysdale,21-22,D,81,0.0,0.0,0
Dillon Dubé,21-22,C,79,92.0,102.0,5
Pierre-Luc Dubois,21-22,LW,81,532.0,603.0,9
Matt Duchene,21-22,C,78,119.0,101.0,6
Anthony Duclair,21-22,LW,74,1.0,1.0,0
Walker Duehr,21-22,F,1,0.0,0.0,0
Brandon Duhaime,21-22,RW,80,8.0,20.0,0
Mathew Dumba,21-22,D,57,0.0,0.0,0
Brian Dumoulin,21-22,D,76,0.0,0.0,0
Vince Dunn,21-22,D,73,0.0,0.0,0
Sean Durzi,21-22,D,64,0.0,0.0,0
Christian Dvorak,21-22,C,56,548.0,419.0,25
Ryan Dzingel,21-22,C,32,65.0,88.0,5
Cody Eakin,21-22,C,69,482.0,378.0,23
Jordan Eberle,21-22,RW,79,6.0,14.0,0
Alexander Edler,21-22,D,41,0.0,0.0,0
Joel Edmundson,21-22,D,24,0.0,0.0,0
Nikolaj Ehlers,21-22,LW,62,2.0,1.0,0
Jack Eichel,21-22,C,34,184.0,195.0,11
Aaron Ekblad,21-22,D,61,0.0,0.0,0
Mattias Ekholm,21-22,D,76,0.0,0.0,0
William Eklund,21-22,LW,9,3.0,5.0,0
Oliver Ekman-Larsson,21-22,D,79,0.0,0.0,0
Remi Elie,21-22,LW,1,0.0,0.0,0
Lars Eller,21-22,C,72,510.0,521.0,13
Ryan Ellis,21-22,D,4,0.0,0.0,0
Turner Elson,21-22,LW,2,0.0,0.0,0
Pierre Engvall,21-22,LW,78,29.0,40.0,5
Tyler Ennis,21-22,C,57,20.0,9.0,0
Mackenzie Entwistle,21-22,RW,55,18.0,27.0,0
Loui Eriksson,21-22,LW,73,20.0,16.0,0
Joel Eriksson Ek,21-22,C,77,697.0,768.0,10
Adam Erne,21-22,LW,79,34.0,31.0,5
Jake Evans,21-22,C,72,461.0,465.0,14
Michael Eyssimont,21-22,C,1,0.0,0.0,0
Robby Fabbri,21-22,C,56,54.0,55.0,5
Dante Fabbro,21-22,D,66,0.0,0.0,0
Samuel Fagemo,21-22,LW,4,0.0,0.0,0
Radek Faksa,21-22,C,77,383.0,312.0,20
Joel Farabee,21-22,LW,63,41.0,102.0,5
Hudson Fasching,21-22,RW,11,1.0,0.0,0
Jesper Fast,21-22,RW,82,12.0,17.0,0
Justin Faulk,21-22,D,76,0.0,0.0,0
Martin Fehérváry,21-22,D,79,0.0,0.0,0
Mario Ferraro,21-22,D,63,0.0,0.0,0
Kevin Fiala,21-22,LW,82,4.0,11.0,0
Christian Fischer,21-22,RW,53,76.0,147.0,5
Casey Fitzgerald,21-22,D,36,0.0,0.0,0
Trey Fix-Wolansky,21-22,RW,6,0.0,0.0,0
Cale Fleury,21-22,D,9,0.0,0.0,0
Haydn Fleury,21-22,D,36,0.0,0.0,0
Warren Foegele,21-22,LW,82,13.0,15.0,0
Steven Fogarty,21-22,C,2,7.0,10.0,2
Marcus Foligno,21-22,LW,74,12.0,8.0,0
Nick Foligno,21-22,LW,64,22.0,17.0,0
Callan Foote,21-22,D,56,0.0,0.0,0
Nolan Foote,21-22,LW,7,0.0,3.0,0
Derek Forbort,21-22,D,76,0.0,0.0,0
Alex Formenton,21-22,LW,79,8.0,12.0,0
Filip Forsberg,21-22,C,69,1.0,0.0,-1
Gustav Forsling,21-22,D,71,0.0,0.0,0
Gabriel Fortier,21-22,LW,10,1.0,0.0,0
Liam Foudy,21-22,C,1,0.0,0.0,0
Cam Fowler,21-22,D,76,0.0,0.0,0
Adam Fox,21-22,D,78,0.0,0.0,0
Trent Frederic,21-22,C,60,35.0,54.0,5
Mark Friedman,21-22,D,26,0.0,0.0,0
Martin Frk,21-22,RW,6,0.0,0.0,0
Jesper Frödén,21-22,F,7,0.0,0.0,0
Morgan Frost,21-22,C,55,226.0,241.0,10
Kurtis Gabriel,21-22,RW,2,0.0,0.0,0
Jonah Gadjovich,21-22,LW,43,1.0,2.0,0
Sam Gagner,21-22,C,81,142.0,162.0,5
Alex Galchenyuk,21-22,C,60,214.0,195.0,14
Brendan Gallagher,21-22,RW,56,13.0,22.0,0
Jakub Galvas,21-22,D,6,0.0,0.0,0
Dylan Gambrell,21-22,C,63,295.0,309.0,11
Rhett Gardner,21-22,C,4,5.0,6.0,2
Conor Garland,21-22,RW,77,5.0,5.0,0
Adam Gaudette,21-22,C,58,56.0,71.0,5
Frédérick Gaudreau,21-22,C,76,461.0,461.0,14
Johnny Gaudreau,21-22,LW,82,1.0,0.0,-1
Brendan Gaunce,21-22,C,30,66.0,60.0,9
Frederik Gauthier,21-22,C,8,33.0,42.0,5
Julien Gauthier,21-22,RW,49,1.0,2.0,0
Vladislav Gavrikov,21-22,D,80,0.0,0.0,0
Glenn Gawdin,21-22,C,2,3.0,8.0,0
Morgan Geekie,21-22,C,73,351.0,318.0,17
Mason Geertsen,21-22,D,25,0.0,0.0,0
Timothy Gettinger,21-22,LW,8,2.0,2.0,0
Ryan Getzlaf,21-22,C,56,546.0,479.0,20
Mark Giordano,21-22,D,75,0.0,0.0,0
Samuel Girard,21-22,D,67,0.0,0.0,0
Zemgus Girgensons,21-22,C,56,143.0,144.0,8
Claude Giroux,21-22,C,75,733.0,483.0,27
Cody Glass,21-22,C,8,20.0,37.0,5
Luke Glendening,21-22,C,82,425.0,299.0,23
Alex Goligoski,21-22,D,72,0.0,0.0,0
Barclay Goodrow,21-22,RW,79,366.0,375.0,12
Shayne Gostisbehere,21-22,D,82,0.0,0.0,0
Yanni Gourde,21-22,C,74,444.0,453.0,13
Mikael Granlund,21-22,C,80,569.0,637.0,9
Derek Grant,21-22,C,71,204.0,216.0,8
Ryan Graves,21-22,D,75,0.0,0.0,0
Anthony Greco,21-22,RW,1,0.0,0.0,0
Andy Greene,21-22,D,69,0.0,0.0,0
Jordan Greenway,21-22,LW,62,18.0,31.0,0
A.J. Greer,21-22,LW,9,2.0,1.0,0
Noah Gregor,21-22,C,63,12.0,23.0,0
Seth Griffith,21-22,C,1,0.0,0.0,0
Rocco Grimaldi,21-22,C,7,6.0,3.0,3
Jordan Gross,21-22,D,1,0.0,0.0,0
Benoit-Olivier Groulx,21-22,C,18,38.0,45.0,5
Carl Grundström,21-22,RW,54,6.0,13.0,0
Matt Grzelcyk,21-22,D,73,0.0,0.0,0
Radko Gudas,21-22,D,77,0.0,0.0,0
Erik Gudbranson,21-22,D,78,0.0,0.0,0
Jake Guentzel,21-22,C,76,13.0,12.0,0
Brendan Guhle,21-22,D,6,0.0,0.0,0
Denis Gurianov,21-22,RW,73,0.0,0.0,0
David Gustafsson,21-22,C,2,0.0,4.0,0
Erik Gustafsson,21-22,D,59,0.0,0.0,0
Brandon Hagel,21-22,LW,77,24.0,33.0,5
Carl Hagelin,21-22,LW,53,4.0,10.0,0
Robert Hägg,21-22,D,64,0.0,0.0,0
Nicolas Hague,21-22,D,52,0.0,0.0,0
Libor Hájek,21-22,D,17,0.0,0.0,0
Jani Hakanpää,21-22,D,80,0.0,0.0,0
Jayden Halbgewachs,21-22,F,3,0.0,0.0,0
Taylor Hall,21-22,LW,81,18.0,21.0,0
Filip Hallander,21-22,C,1,0.0,0.0,0
Dougie Hamilton,21-22,D,62,0.0,0.0,0
Travis Hamonic,21-22,D,43,0.0,0.0,0
Noah Hanifin,21-22,D,81,0.0,0.0,0
Joel Hanley,21-22,D,44,0.0,0.0,0
Mike Hardman,21-22,RW,21,1.0,1.0,0
Jansen Harkins,21-22,C,77,28.0,16.0,0
Thomas Harley,21-22,D,34,0.0,0.0,0
Ben Harpur,21-22,D,19,0.0,0.0,0
Scott Harrington,21-22,D,7,0.0,0.0,0
Jordan Harris,21-22,D,10,0.0,0.0,0
Ryan Hartman,21-22,RW,82,513.0,631.0,6
Rafaël Harvey-Pinard,21-22,LW,4,0.0,1.0,0
Santeri Hatakka,21-22,D,9,0.0,0.0,0
Garnet Hathaway,21-22,RW,76,10.0,18.0,0
Erik Haula,21-22,LW,78,434.0,372.0,20
John Hayden,21-22,C,55,2.0,7.0,0
Kevin Hayes,21-22,RW,48,260.0,347.0,5
Zack Hayes,21-22,D,3,0.0,0.0,0
