Name,Short Name,Team,ShotPct,SOGPlus,Pos,Other Pos,Rook,GP,Goals,Asst,Pts,SOG,FOW,FOL,PPG,SHG,GWG,GTG,PIM,Mins,+/-,Pas C,Pas I,Cor W,Cor L,Ft W,Ft L,Ft D,Hits,Blks,Saves,Gls A,GAA,W,L,T,EN,ShO,Sv Pct,Sh Fat,Gm Fat,Inj Rt,Skate,Pass,Fchk,Phys,Int,Clr,Rock,Kill,Blk,FO,Speed,C,LW,RW,LD,RD
"Djoos, Christian",Djoos,EDM,6,16,LD,RD,N,45,1,9,10,33,0,0,0,0,0,0,4,611,9,0,0,0,0,0,0,0,18,28,0,0,0,0,0,0,0,0,,120,13:30,37,3,3,0,2,1,2,0,0,0,0,3,0,0,0,1,1
"Daley, Trevor",Daley,POR,9,12,RD,LD,N,44,2,6,8,47,0,0,0,1,1,0,12,817,-3,0,0,0,0,0,0,0,14,53,0,0,0,0,0,0,0,0,,120,18:30,38,3,3,0,2,2,2,0,0,0,0,3,0,0,0,3,3
"Hannikainen, Markus",Hannikainen,,15,29,RW,LW,N,44,4,3,7,52,0,3,0,0,1,0,2,417,-5,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,90,9:30,38,2,2,3,3,2,0,0,0,0,0,3,0,3,3,0,0
"Irwin, Matt",Irwin,,4,7,LD,RD,N,44,1,6,7,50,0,0,0,0,0,0,38,497,5,0,0,0,0,0,0,0,80,37,0,0,0,0,0,0,0,0,0,120,11:15,38,2,2,0,4,3,4,0,0,1,0,2,0,0,0,2,2
"Lewis, Trevor",Lewis,,7,13,RW,C,N,44,3,9,12,87,57,67,0,0,1,0,9,617,-9,0,0,0,0,0,0,0,53,25,0,0,0,0,0,0,0,0,,90,14:00,38,3,3,3,4,2,0,0,0,0,1,3,3,0,3,0,0
"Mangiapane, Andrew",Mangiapane,VAN,25,46,LW,,Y,44,8,5,13,65,6,3,0,0,1,0,12,464,11,0,0,0,0,0,0,0,43,17,0,0,0,0,0,0,0,0,,90,10:30,38,3,3,3,3,2,0,0,0,0,0,4,0,3,0,0,0
"Ryan, Joakim",J. Ryan,SAN,0,3,LD,,N,44,0,7,7,35,0,0,0,0,0,0,15,562,-1,0,0,0,0,0,0,0,43,39,0,0,0,0,0,0,0,0,,120,12:45,38,3,3,0,3,2,2,0,0,1,0,3,0,0,0,2,0
"Amadio, Michael",Amadio,POR,32,61,C,RW,N,43,6,7,13,37,96,127,0,0,0,0,6,439,-1,0,0,0,0,0,0,0,16,13,0,0,0,0,0,0,0,0,,90,10:15,39,3,3,3,2,1,0,0,0,0,1,2,2,0,2,0,0
"Aston-Reese, Zach",Aston-Reese,OTT,21,39,LW,RW,Y,43,8,9,17,76,8,10,0,1,1,0,26,587,12,0,0,0,0,0,0,0,138,37,0,0,0,0,0,0,0,0,,90,13:45,39,3,3,4,5,5,0,0,0,0,0,3,0,4,4,0,0
"Forsling, Gustav",Forsling,MTL,11,15,LD,RD,N,43,3,6,9,57,0,0,0,0,0,0,30,735,-9,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,,120,17:00,39,3,2,0,3,2,2,0,0,0,0,3,0,0,0,2,2
"Green, Mike",Green,,11,21,RD,,N,43,5,21,26,92,0,0,0,0,0,0,28,932,-1,0,0,0,0,0,0,0,60,56,0,0,0,0,0,0,0,0,,120,21:45,39,4,3,0,3,2,2,0,0,0,0,3,0,0,0,0,1
"Nieves, Boo",Nieves,BOS,24,41,C,LW,N,43,4,6,10,34,88,139,0,0,1,0,8,415,-4,0,0,0,0,0,0,0,33,18,0,0,0,0,0,0,0,0,,90,9:45,39,3,2,2,2,1,0,0,0,0,0,3,2,2,0,0,0
"Andersson, Lias",L. Andersson,NOT,10,21,C,LW,Y,42,2,4,6,41,84,106,0,1,0,0,29,450,-13,0,0,0,0,0,0,0,60,8,0,0,0,0,0,0,0,0,,90,10:45,40,4,2,4,3,2,0,0,0,0,1,4,2,2,0,0,0
"Byfuglien, Dustin",Byfuglien,NOT,7,18,RD,,N,42,4,27,31,115,0,0,1,0,1,0,69,1023,4,0,0,0,0,0,0,0,77,51,0,0,0,0,0,0,0,0,,120,24:15:00,40,4,4,0,4,5,4,0,0,0,0,3,0,0,0,0,3
"Hawryluk, Jayce",Hawryluk,OTT,40,71,RW,LW,Y,42,7,5,12,35,14,5,0,0,0,0,16,396,-8,0,0,0,0,0,0,0,101,25,0,0,0,0,0,0,0,0,,90,9:30,40,3,3,3,4,3,0,0,0,0,1,3,0,2,2,0,0
"Biega, Alex",Biega,SAN,4,10,RD,,N,41,2,14,16,91,0,0,0,0,0,0,22,725,0,0,0,0,0,0,0,0,101,43,0,0,0,0,0,0,0,0,,120,17:45,41,3,4,0,4,2,3,0,0,0,0,3,0,0,0,0,3
"Grabner, Michael",Grabner,VAN,28,44,LW,,N,41,9,7,16,65,5,7,0,6,1,0,8,590,-2,0,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,,90,14:30,41,4,2,2,2,2,0,0,1,0,0,5,0,4,0,0,0
"Lyubushkin, Ilya",Lyubushkin,,0,3,RD,LD,Y,41,0,4,4,27,0,0,0,0,0,0,13,563,-9,0,0,0,0,0,0,0,150,61,0,0,0,0,0,0,0,0,0,120,13:45,41,2,2,0,4,4,4,0,0,2,0,2,0,0,0,2,2
"McKegg, Greg",McKegg,,44,76,C,LW,N,41,6,5,11,27,146,140,0,0,1,0,8,437,-2,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,0,0,,90,10:45,41,2,3,3,2,2,0,0,0,0,2,3,2,2,0,0,0
"Morrow, Joe",Morrow,,5,8,LD,RD,N,41,1,6,7,40,0,0,0,0,0,0,20,572,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,,120,14:00,41,3,3,0,2,2,2,0,0,0,0,2,0,0,0,2,2
"Noesen, Stefan",Noesen,SAN,9,20,RW,LW,N,41,3,5,8,64,23,33,0,0,0,0,28,522,-19,0,0,0,0,0,0,0,95,21,0,0,0,0,0,0,0,0,,90,12:45,41,3,3,4,4,3,0,0,0,0,0,3,0,2,2,0,0
"Rooney, Kevin",Rooney,QUE,31,60,C,,Y,41,6,4,10,39,187,192,0,1,1,0,15,517,-4,0,0,0,0,0,0,0,77,22,0,0,0,0,0,0,0,0,,90,12:30,41,3,1,3,4,3,0,0,0,0,3,2,3,0,0,0,0
"Simek, Radim",Simek,POR,5,8,LD,RD,Y,41,1,8,9,41,0,0,0,0,1,0,8,624,7,0,0,0,0,0,0,0,67,34,0,0,0,0,0,0,0,0,,120,15:15,41,3,4,0,4,2,3,0,0,0,0,2,0,0,0,3,3
"Dries, Sheldon",Dries,,14,23,C,LW,Y,40,3,3,6,44,66,65,0,1,0,0,26,363,-7,0,0,0,0,0,0,0,66,20,0,0,0,0,0,0,0,0,0,90,9:00,42,2,2,2,3,2,0,0,0,0,2,3,2,2,0,0,0
"Hickey, Thomas",Hickey,,0,3,LD,RD,N,40,0,4,4,47,0,0,0,0,0,0,33,740,5,0,0,0,0,0,0,0,40,71,0,0,0,0,0,0,0,0,,120,18:30,42,3,3,0,3,2,2,0,0,1,0,3,0,0,0,3,3
"Lammikko, Juho",Lammikko,,0,3,C,,Y,40,0,6,6,39,142,190,0,0,0,0,6,437,-7,0,0,0,0,0,0,0,45,21,0,0,0,0,0,0,0,0,0,90,11:00,42,3,2,3,3,2,0,0,0,0,1,3,3,0,0,0,0
"Miller, Kevan",K. Miller,DET,0,3,RD,LD,N,39,0,7,7,32,0,0,0,0,0,0,35,692,8,0,0,0,0,0,0,0,73,79,0,0,0,0,0,0,0,0,,120,17:45,43,2,2,0,4,4,4,0,0,2,0,1,0,0,0,4,4
"Pageau, Jean-Gabriel",Pageau,LSV,10,13,C,,N,39,4,8,12,83,259,222,0,0,0,0,14,696,-12,0,0,0,0,0,0,0,63,38,0,0,0,0,0,0,0,0,,90,17:45,43,3,3,4,3,3,0,1,1,0,4,4,4,0,0,0,0
"Peca, Matthew",Peca,,17,25,C,RW,N,39,3,7,10,35,80,89,0,0,0,0,4,410,-14,0,0,0,0,0,0,0,33,21,0,0,0,0,0,0,0,0,0,90,10:30,43,2,3,3,2,1,0,0,0,0,1,3,2,0,2,0,0
"Santini, Steven",Santini,VAN,5,9,RD,LD,N,39,1,3,4,41,0,0,0,0,0,0,16,650,-6,0,0,0,0,0,0,0,80,43,0,0,0,0,0,0,0,0,,120,16:45,43,2,2,0,4,4,3,0,0,0,0,3,0,0,0,3,3
"Walker, Sean",Walker,SAS,11,16,RD,LD,Y,39,3,7,10,55,0,0,1,0,0,0,8,602,-8,0,0,0,0,0,0,0,43,40,0,0,0,0,0,0,0,0,,120,15:30,43,2,2,0,3,2,2,0,0,0,0,2,0,0,0,2,2
"Dahlstrom, Carl",Dahlstrom,SAS,0,3,LD,RD,Y,38,0,6,6,42,0,0,0,0,0,0,6,707,9,0,0,0,0,0,0,0,33,35,0,0,0,0,0,0,0,0,,120,18:30,44,2,2,0,2,1,2,0,0,0,0,2,0,0,0,3,3
"Jokiharju, Henri",Jokiharju,LAD,0,3,RD,LD,Y,38,0,12,12,62,0,0,0,0,0,0,16,721,-7,0,0,0,0,0,0,0,48,37,0,0,0,0,0,0,0,0,,120,19:00,44,3,4,0,2,2,2,0,0,0,0,4,0,0,0,2,2
"Kylington, Oliver",Kylington,OTT,29,53,LD,,Y,38,3,5,8,21,0,0,0,0,1,0,10,472,3,0,0,0,0,0,0,0,11,41,0,0,0,0,0,0,0,0,,120,12:30,44,4,3,0,2,1,1,0,0,1,0,3,0,0,0,2,0
"Nelson, Casey",C. Nelson,TAM,5,13,RD,,N,38,1,5,6,37,0,0,0,0,0,0,13,586,1,0,0,0,0,0,0,0,44,36,0,0,0,0,0,0,0,0,,120,15:30,44,2,2,0,3,3,2,0,0,0,0,3,0,0,0,0,2
"Brown, Josh",J. Brown,SAS,7,17,RD,,Y,37,1,1,2,28,0,0,0,0,0,0,28,492,-3,0,0,0,0,0,0,0,80,31,0,0,0,0,0,0,0,0,,120,13:15,45,2,1,0,5,4,2,0,0,0,0,2,0,0,0,0,3
"Claesson, Fredrik",Claesson,EDM,9,13,LD,RD,N,37,2,4,6,44,0,0,0,0,0,0,9,638,3,0,0,0,0,0,0,0,76,33,0,0,0,0,0,0,0,0,,120,17:15,45,2,2,0,4,3,3,0,0,0,0,2,0,0,0,3,3
"Heed, Tim",Heed,LAD,10,13,RD,LD,N,37,2,11,13,41,0,0,1,0,0,0,10,532,9,0,0,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,,120,14:15,45,2,4,0,2,1,1,0,0,0,0,3,0,0,0,1,1
"Jaskin, Dmitrij",Jaskin,MTL,8,18,LW,RW,N,37,2,6,8,48,0,3,0,0,0,0,6,373,-5,0,0,0,0,0,0,0,87,14,0,0,0,0,0,0,0,0,,90,10:00,45,3,3,3,4,2,0,0,0,0,0,3,0,2,2,0,0
"Pyatt, Tom",Pyatt,,0,3,RW,C LW,N,37,0,2,2,29,56,92,0,0,0,0,2,433,-16,0,0,0,0,0,0,0,15,46,0,0,0,0,0,0,0,0,,90,11:45,45,2,2,3,1,2,0,0,0,2,0,2,3,3,3,0,0
"Riikola, Juuso",Riikola,EDM,9,15,RD,LD,Y,37,2,3,5,43,0,0,2,0,1,0,10,617,3,0,0,0,0,0,0,0,86,38,0,0,0,0,0,0,0,0,,120,16:45,45,2,2,0,4,2,3,0,0,0,0,2,0,0,0,2,2
"Salomaki, Miikka",Salomaki,,12,21,LW,RW,N,37,3,4,7,51,2,5,0,0,0,0,8,387,5,0,0,0,0,0,0,0,72,20,0,0,0,0,0,0,0,0,,90,10:30,45,3,2,3,4,3,0,0,0,0,0,4,0,3,3,0,0
"Watson, Austin",Watson,LAD,22,39,RW,,N,37,7,9,16,64,7,9,1,0,1,0,39,536,11,0,0,0,0,0,0,0,109,28,0,0,0,0,0,0,0,0,,90,14:30,45,3,3,3,5,4,0,0,0,0,0,3,0,0,4,0,0
"Appleton, Mason",Appleton,WIN,21,38,RW,,Y,36,3,7,10,29,0,1,0,0,1,0,4,295,9,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,,90,8:15,46,3,3,1,3,1,0,0,0,0,0,3,0,0,2,0,0
"Balcers, Rudolfs",Balcers,VAN,21,40,LW,RW,Y,36,5,9,14,48,1,6,3,0,1,0,10,445,-7,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,,90,12:15,46,3,3,1,2,1,0,0,0,0,0,2,0,2,2,0,0
"Gravel, Kevin",Gravel,,0,3,LD,RD,N,36,0,3,3,44,0,0,0,0,0,0,4,530,-2,0,0,0,0,0,0,0,31,53,0,0,0,0,0,0,0,0,0,120,14:45,46,2,2,0,3,3,2,0,0,2,0,2,0,0,0,3,3
"Kuhnhackl, Tom",Kuhnhackl,,27,43,LW,RW,N,36,4,5,9,30,0,2,0,0,0,0,10,457,1,0,0,0,0,0,0,0,48,41,0,0,0,0,0,0,0,0,,90,12:45,46,3,3,3,3,3,0,0,0,2,0,3,0,3,3,0,0
"Radil, Lukas",Radil,,35,63,LW,C,N,36,7,4,11,40,6,3,0,0,2,0,6,385,7,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,0,0,0,90,10:45,46,3,2,3,3,2,0,0,0,0,0,2,2,2,0,0,0
"Demers, Jason",Demers,QUE,10,20,RD,LD,N,35,2,6,8,39,0,0,0,0,2,0,12,700,9,0,0,0,0,0,0,0,50,43,0,0,0,0,0,0,0,0,,120,20:00,47,2,3,0,4,3,3,0,0,0,0,3,0,0,0,3,3
"Kampfer, Steven",Kampfer,,15,22,RD,LD,N,35,3,3,6,40,0,0,1,0,0,0,22,512,-6,0,0,0,0,0,0,0,44,32,0,0,0,0,0,0,0,0,0,120,14:45,47,2,2,0,3,2,2,0,0,0,0,2,0,0,0,2,2
"Anderson, Joey",Joe. Anderson,LAD,16,34,RW,LW,Y,34,4,3,7,49,9,8,0,1,1,0,6,439,-7,0,0,0,0,0,0,0,42,11,0,0,0,0,0,0,0,0,,90,13:00,48,3,2,2,3,2,0,0,0,0,0,3,0,2,2,0,0
"Maenalanen, Saku",Maenalanen,,22,37,RW,LW,Y,34,4,4,8,36,6,15,0,0,0,0,20,321,0,0,0,0,0,0,0,0,45,10,0,0,0,0,0,0,0,0,0,90,9:30,48,3,2,3,3,2,0,0,0,0,0,2,0,3,3,0,0
"Witkowski, Luke",Witkowski,,0,3,RD,LW RW,N,34,0,2,2,14,0,0,0,0,0,0,23,326,-5,0,0,0,0,0,0,0,67,27,0,0,0,0,0,0,0,0,0,120,9:30,48,1,1,2,4,3,4,0,0,1,0,1,0,2,2,0,2
"Hall, Taylor",Hall,NYH,19,44,LW,,N,33,11,26,37,113,26,32,1,0,3,0,16,650,-6,0,0,0,0,0,0,0,22,29,0,0,0,0,0,0,0,0,,90,19:45,49,4,5,3,3,3,0,0,0,0,0,5,0,3,0,0,0
"Ladue, Paul",Ladue,LON,12,23,RD,LD,N,33,2,3,5,33,0,0,0,0,1,0,12,436,0,0,0,0,0,0,0,0,51,25,0,0,0,0,0,0,0,0,,120,13:15,49,2,3,0,3,2,3,0,0,0,0,3,0,0,0,2,2
"Luff, Matt",Luff,CHI,36,67,RW,,Y,33,8,3,11,45,1,3,1,0,2,0,9,367,-2,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,,90,11:00,49,2,1,2,2,1,0,0,0,0,0,3,0,0,1,0,0
"Pilut, Lawrence",Pilut,OTT,5,12,LD,RD,Y,33,1,5,6,37,0,0,0,0,0,0,20,575,-8,0,0,0,0,0,0,0,20,33,0,0,0,0,0,0,0,0,,120,17:30,49,3,2,0,2,1,1,0,0,0,0,2,0,0,0,2,2
"Sikura, Dylan",Sikura,DET,0,3,RW,LW,Y,33,0,8,8,52,0,5,0,0,0,0,0,372,2,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,,90,11:15,49,3,3,2,1,1,0,0,0,0,0,3,0,2,2,0,0
"Blais, Samuel",Blais,NOT,15,27,RW,LW,Y,32,2,2,4,27,1,1,0,0,0,0,6,315,-1,0,0,0,0,0,0,0,93,12,0,0,0,0,0,0,0,0,,90,9:45,50,3,2,2,4,3,0,0,0,0,0,3,0,2,2,0,0
"Chaput, Michael",Chaput,,0,3,C,,N,32,0,5,5,31,124,120,0,0,0,0,14,359,-4,0,0,0,0,0,0,0,53,17,0,0,0,0,0,0,0,0,0,90,11:15,50,2,2,3,4,2,0,0,0,0,2,3,3,0,0,0,0
"Dumba, Mathew",Dumba,PHI,26,52,RD,,N,32,12,10,22,93,0,0,6,0,1,0,21,748,-5,0,0,0,0,0,0,0,60,43,0,0,0,0,0,0,0,0,,120,23:30,50,4,3,0,4,3,3,0,0,0,0,3,0,0,0,0,2
"Fabbri, Robby",Fabbri,LAD,9,16,LW,RW,N,32,2,4,6,43,4,10,0,0,1,0,6,405,-4,0,0,0,0,0,0,0,30,8,0,0,0,0,0,0,0,0,,90,12:45,50,4,3,3,2,1,0,0,0,0,0,3,0,2,2,0,0
"Hudon, Charles",Hudon,DET,12,23,LW,RW,N,32,3,2,5,50,4,5,0,0,0,0,16,374,-9,0,0,0,0,0,0,0,73,9,0,0,0,0,0,0,0,0,,90,11:45,50,3,2,3,3,3,0,0,0,0,0,3,0,2,2,0,0
"Kiselevich, Bogdan",Kiselevich,,0,3,LD,RD,N,32,0,8,8,14,0,0,0,0,0,0,12,475,-3,0,0,0,0,0,0,0,49,21,0,0,0,0,0,0,0,0,0,120,14:45,50,2,4,0,3,2,3,0,0,0,0,2,0,0,0,2,2
"Terry, Troy",Terry,LSV,32,48,RW,,Y,32,4,9,13,25,1,4,2,0,0,0,2,446,8,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,,90,14:00,50,3,3,2,1,1,0,0,0,0,0,3,0,0,2,0,0
"Hunt, Dryden",D. Hunt,LON,11,23,LW,RW,Y,31,3,7,10,53,0,3,0,0,0,0,8,343,0,0,0,0,0,0,0,0,65,9,0,0,0,0,0,0,0,0,,90,11:00,51,3,3,2,4,3,0,0,0,0,0,2,0,2,2,0,0
"Perry, Corey",Perry,BOS,20,32,RW,LW,N,31,6,4,10,59,0,2,2,0,1,0,27,460,-16,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,,90,14:45,51,3,2,3,3,3,0,0,0,0,0,2,0,2,2,0,0
"Pirri, Brandon",Pirri,NYH,29,56,LW,RW,N,31,12,6,18,82,15,19,3,0,3,0,6,448,7,0,0,0,0,0,0,0,29,13,0,0,0,0,0,0,0,0,,90,14:30,51,2,3,2,3,1,0,0,0,0,0,4,0,2,2,0,0
"Frk, Martin",Frk,LAD,7,13,RW,LW,N,30,1,5,6,28,0,0,1,0,0,0,4,276,-9,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,,90,9:15,52,2,2,2,3,1,0,0,0,0,0,3,0,1,1,0,0
"Jones, Max",M. Jones,NYH,7,10,LW,,Y,30,2,3,5,58,1,2,0,0,1,0,14,395,-1,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,,90,13:15,52,2,2,1,3,2,0,1,0,0,0,3,0,3,0,0,0
"Kase, Ondrej",Kase,NYH,23,52,RW,,N,30,11,9,20,94,9,18,1,0,2,0,2,470,0,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0,,90,15:45,52,4,3,3,2,1,0,0,0,0,0,4,0,0,2,0,0
"Niku, Sami",Niku,LON,11,14,RD,LD,Y,30,1,3,4,19,0,0,0,0,0,0,2,418,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,,120,14:00,52,2,2,0,1,1,1,0,0,1,0,3,0,0,0,1,1
"Wolanin, Christian",Wolanin,NOT,22,32,LD,RD,Y,30,4,8,12,36,0,0,0,0,1,0,6,520,3,0,0,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,,120,17:15,52,2,3,0,2,1,1,0,0,0,0,2,0,0,0,2,2
"Honka, Julius",Honka,SAN,0,3,LD,RD,N,29,0,4,4,38,0,1,0,0,0,0,10,398,-2,0,0,0,0,0,0,0,16,31,0,0,0,0,0,0,0,0,,120,13:45,53,4,3,0,1,1,2,0,0,1,0,3,0,0,0,1,1
"MacEachern, Mackenzie",MacEachern,,18,35,LW,RW,Y,29,3,2,5,33,0,0,0,0,1,0,10,233,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,90,8:00,53,3,2,2,3,2,0,0,0,0,0,3,0,2,2,0,0
"Schultz, Justin",Schultz,EDM,9,16,RD,LD,N,29,2,13,15,47,0,0,1,0,0,0,4,595,0,0,0,0,0,0,0,0,25,41,0,0,0,0,0,0,0,0,,120,20:30,53,3,4,0,2,2,1,0,0,0,0,4,0,0,0,1,1
"Blueger, Teddy",Blueger,LAD,36,66,LW,C,Y,28,6,4,10,33,41,51,0,1,1,0,15,310,7,0,0,0,0,0,0,0,52,14,0,0,0,0,0,0,0,0,,90,11:00,54,2,2,2,3,2,0,0,0,0,1,3,3,3,0,0,0
"Dal Colle, Michael",Dal Colle,NYH,18,25,LW,RW,Y,28,3,4,7,34,0,1,0,0,2,0,2,339,3,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,,90,12:00,54,3,3,1,2,1,0,0,0,0,0,4,0,2,2,0,0
"Fors Karlsson, Jakob",Fors Karlsson,LAD,29,57,C,RW,Y,28,3,6,9,21,95,131,0,0,0,0,2,330,1,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,0,0,,90,11:45,54,3,3,2,1,1,0,0,0,0,1,3,3,0,3,0,0
"Megna, Jaycob",Megna,,6,9,LD,RD,Y,28,1,3,4,31,0,0,0,0,0,0,12,407,-1,0,0,0,0,0,0,0,32,29,0,0,0,0,0,0,0,0,0,120,14:30,54,2,2,0,2,2,2,0,0,1,0,3,0,0,0,3,3
"Lehtera, Jori",Lehtera,,12,23,C,LW,N,27,1,2,3,17,79,67,0,0,0,0,33,246,-7,0,0,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,0,90,9:00,55,3,2,2,2,1,0,0,0,0,3,3,2,2,0,0,0
"Lettieri, Vinni",Lettieri,PHI,5,10,RW,C,Y,27,1,2,3,40,7,6,1,0,0,0,14,274,-7,0,0,0,0,0,0,0,41,11,0,0,0,0,0,0,0,0,,90,10:15,55,3,2,2,3,2,0,0,0,0,0,3,2,0,2,0,0
"Suomela, Antti",Suomela,WIN,14,33,C,,Y,27,3,5,8,42,102,127,0,0,0,0,4,306,1,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,,90,11:15,55,3,3,1,2,1,0,0,0,0,1,3,3,0,0,0,0
"Baertschi, Sven",Baertschi,NOT,42,72,LW,,N,26,9,5,14,43,1,3,3,0,0,0,6,394,-9,0,0,0,0,0,0,0,18,13,0,0,0,0,0,0,0,0,,90,15:15,56,4,3,2,2,1,0,0,0,0,0,5,0,2,0,0,0
"Graves, Ryan",Graves,SAS,23,45,LD,RD,Y,26,3,2,5,26,0,0,0,0,0,0,2,289,4,0,0,0,0,0,0,0,32,51,0,0,0,0,0,0,0,0,,120,11:00,56,1,2,0,3,2,2,0,0,2,0,2,0,0,0,3,3
"Ladd, Andrew",Ladd,DEN,18,24,LW,RW,N,26,3,8,11,34,2,3,0,0,0,0,16,360,3,0,0,0,0,0,0,0,37,8,0,0,0,0,0,0,0,0,,90,13:45,56,2,3,3,4,3,0,0,0,0,0,2,0,4,4,0,0
"Siegenthaler, Jonas",Siegenthaler,VAN,0,3,LD,RD,Y,26,0,4,4,12,0,0,0,0,0,0,10,368,6,0,0,0,0,0,0,0,31,44,0,0,0,0,0,0,0,0,,120,14:15,56,2,3,0,3,1,2,0,0,2,0,3,0,0,0,2,2
"Sutter, Brandon",Sutter,SAS,19,39,C,,N,26,4,2,6,43,224,238,1,1,0,0,6,454,-12,0,0,0,0,0,0,0,33,13,0,0,0,0,0,0,0,0,,90,17:30,56,3,2,3,3,2,0,0,1,0,2,3,5,0,0,0,0
"Welinski, Andy",Welinski,,6,9,RD,LD,Y,26,1,3,4,32,0,0,0,0,0,0,8,417,-5,0,0,0,0,0,0,0,47,18,0,0,0,0,0,0,0,0,0,120,16:00,56,2,2,0,3,2,2,0,0,0,0,3,0,0,0,2,2
"Dube, Dillon",Dube,LAD,9,14,LW,C,Y,25,1,4,5,22,16,24,0,0,0,0,4,252,2,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,,90,10:00,57,3,3,2,1,1,0,0,0,0,0,3,3,3,0,0,0
"Gunnarsson, Carl",Gunnarsson,VAN,29,51,LD,RD,N,25,3,4,7,21,0,0,0,0,1,0,6,398,8,0,0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,0,,120,16:00,57,3,3,0,2,1,2,0,0,1,0,2,0,0,0,4,4
"Kukan, Dean",Kukan,CHI,0,3,LD,RD,N,25,0,5,5,16,0,0,0,0,0,0,6,337,6,0,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,,120,13:30,57,2,2,0,2,2,1,0,0,0,0,2,0,0,0,2,2
"Moore, Trevor",T. Moore,VAN,15,32,RW,LW,Y,25,2,6,8,26,0,0,0,0,0,0,2,227,1,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,0,0,,90,9:00,57,3,3,3,2,1,0,0,0,0,0,3,0,2,2,0,0
"Roy, Matt",Roy,POR,12,23,RD,,Y,25,2,4,6,34,0,0,0,0,1,0,8,428,-1,0,0,0,0,0,0,0,38,47,0,0,0,0,0,0,0,0,,120,17:15,57,2,3,0,4,2,3,0,0,2,0,2,0,0,0,0,2
"Yakovlev, Egor",Yakovlev,,17,27,LD,RD,N,25,2,5,7,24,0,0,0,0,0,0,6,392,-6,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,120,15:45,57,2,3,0,2,1,1,0,0,0,0,3,0,0,0,1,1
"Fortin, Alexandre",Fortin,,21,41,LW,RW,Y,24,3,3,6,29,11,6,0,1,1,0,2,254,-6,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,90,10:30,58,2,2,1,2,1,0,0,0,0,1,3,0,2,2,0,0
"Marincin, Martin",Marincin,,6,10,LD,RD,N,24,1,4,5,34,0,1,0,0,0,0,12,365,-4,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,120,15:15,58,2,2,0,3,2,2,0,0,0,0,2,0,0,0,2,2
"Martinsen, Andreas",Martinsen,,10,22,RW,LW,N,24,1,3,4,21,3,4,0,0,0,0,14,190,-5,0,0,0,0,0,0,0,83,9,0,0,0,0,0,0,0,0,,90,8:00,58,2,2,1,4,4,0,0,0,0,0,3,0,2,2,0,0
"Sekera, Andrej",Sekera,PHI,0,3,LD,RD,N,24,0,4,4,28,0,0,0,0,0,0,6,396,3,0,0,0,0,0,0,0,17,21,0,0,0,0,0,0,0,0,,120,16:30,58,3,2,0,2,1,1,0,0,0,0,3,0,0,0,3,3
"Valimaki, Juuso",Valimaki,WIN,7,11,LD,RD,Y,24,1,2,3,28,0,0,0,0,1,0,12,372,-2,0,0,0,0,0,0,0,21,43,0,0,0,0,0,0,0,0,,120,15:30,58,4,3,0,2,2,1,0,0,2,0,3,0,0,0,3,3
"Berglund, Patrik",Berglund,NOT,16,23,RW,C LW,N,23,2,2,4,25,68,48,0,0,0,0,6,300,-5,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,,90,13:00,59,2,3,2,3,1,0,0,0,0,3,2,3,3,3,0,0
